timestamp,user_id,transaction_amount,transaction_type,account_balance,market_volatility_index,interest_rate,inflation_rate,stock_index_change,investment_duration_days,credit_score,device_cpu_usage,device_memory_usage,risk_level
2023-10-22 4:50,U7606,810.03,withdrawal,11274.28,39.97,0.96,2.89,2.51,119,496,89.5,33.4,1
2023-06-10 20:57,U8648,78.04,transfer,13049.11,31.74,2.86,2.11,-1.03,39,641,23.5,81.8,1
2023-02-15 4:37,U4596,765.57,lhdwraatwi,4273.88,16.51,4.81,1.75,-1.71,199,786,11.7,21.8,1
2023-07-17 8:27,U1460,2169.47,investment,7890.91,18.2,2.21,1.13,3.04,147,630,60.4,39.9,0
2023-12-10 6:39,U5965,9520.8,nsmveenitt,16380.67,10.03,4.98,2.84,1.34,278,485,42.1,46.9,1
2023-02-14 0:47,U4201,3395.51,investment,4164.21,38.25,1.43,3.44,1.93,225,677,39.6,75.6,0
2023-03-20 17:40,U2312,1627.14,deposit,7792.2,14.81,2.78,2.55,1.21,17,796,22.2,68.1,0
2023-12-14 14:07,U7233,960.12,deposit,4544.66,14.35,2.29,1.85,0.95,59,693,21.4,63.4,0
2023-03-12 15:19,U8099,310.92,deposit,7950.17,19.4,2.93,1.33,0.14,210,674,64.4,28.3,0
2023-02-02 14:03,U3312,1222.15,withdrawal,12960.84,16.52,1.84,2.07,-0.91,315,301,65.2,64.6,1
2023-01-11 6:49,U1584,1415.07,deposit,15147.84,13.75,4.27,4.45,2,174,632,80.4,88.6,0
2023-11-27 0:06, U8580 ,1122.68,deposit,5325.3,26.76,2.84,5.98,-1.16,351,694,57.9,56.2,1
2023-09-29 6:00,U5524,5790.32,investment,6502.7,27.77,0.97,3.78,0.67,298,841,40.2,70.8,1
2023-10-31 15:43,U6300,663.53,withdrawal,12935.93,14.42,2.61,5.76,1.91,64,685,72.5,79,0
2023-08-29 5:03,U2377,5155.6,investment,15279.87,13.03,1.65,3.17,-1.83,58,718,22.6,79.5,1
2023-05-20 9:51,U3665,1576.26,deposit,7593.25,24.03,1.7,5.03,1.68,330,456,18.2,37.7,1
2023-09-21 5:22,U3383,3871.41,investment,10820.37,17.61,3.17,1.68,0.42,335,380,27.4,67.6,1
2023-08-28 12:26,U4499,375.91,transfer,2890.96,38.6,2.87,4.44,1.5,217,315,43.3,44.9,1
2023-06-19 18:53,U7471,1444.61,deposit,13376.4,10.76,4.75,5.18,0.2,42,790,39.4,83.3,0
2023-05-12 13:48,U9045,156.06,withdrawal,5071.65,35.11,0.8,5.23,0.15,250,394,31.3,67.1,1
2023-11-19 23:17,U6992,232.83,deposit,3225.56,39.04,4.27,2.77,-0.26,16,562,86.7,59.3,1
2023-11-05 7:27,U5631,209.83,deposit,7695.98,32.27,2.01,2.11,-1.23,204,545,65.8,84.4,2
2023-04-07 11:02,U5344,1248.25,deposit,11812.3,37.91,1.45,4.16,0.57,264,673,54.4,32.5,0
2023-07-02 7:19,U2707,1663.62,wldaithawr,8872.59,22.35,2.86,5.95,-0.6,230,467,14,18,1
2023-07-10 3:23,U5052,8138.16,investment,22138.04,10.4,1.34,1.81,-0.04,220,789,34.2,57.9,0
2023-04-24 15:35,U6183,1828.32,transfer,4263.62,30.7,3.6,1.51,-0.99,9,399,22.6,93.8,1
2023-11-08 7:21,U6324,968.19,withdrawal,13070.4,31.08,1.3,3.62,0.14,247,368,19.4,83.7,1
2023-03-02 16:20,U4236,7957.8,investment,13659.34,30.05,4.32,1.56,0.94,171,776,56.7,24.6,1
2023-09-13 15:50,u-9586,1180.48,withdrawal,11734.52,35.7,0.68,2.2,-0.06,105,764,69.2,80,0
2023-02-04 14:08,U4898,1106.88,transfer,5482.13,31.39,1.4,5.2,-1.68,179,385,87.3,42.7,2
2023-05-01 3:45,U7307,997.34,transfer,7111.5,12.98,2.5,3.3,-1.3,52,715,72.6,92.7,1
2023-10-30 3:12,U5761,255.54,withdrawal,9515.43,15.42,4.37,5.77,-0.92,176,630,80.2,34.8,0
2023-09-22 0:09,U6901,345.17,transfer,3516.36,26.56,2.86,4.85,1.75,333,691,15,87.4,0
2023-04-11 8:13, U7971 ,517.98,deposit,2114.62,36.72,2.95,2.45,0.91,237,638,14.2,84.3,0
2023-07-18 1:29,U2168,4456.38,investment,12397.35,39.51,3.58,5.7,0.47,73,831,43.9,89.5,0
2023-06-26 1:14,U6663,1142.36,withdrawal,"$15,448.45 ",33.76,1.22,3.27,-3,117,401,69.1,40.5,2
2023-12-10 0:59,U6858,600.74,withdrawal,7590.24,38.58,2.45,1.16,0.33,283,590,27.8,24.3,1
2023-06-13 23:35,U8270,301.89,transfer,13790.89,27.76,1.65,1.54,-1.43,11,315,67.2,32.7,2
2023-08-03 4:21,U4699,7186.66,investment,13685.4,10.65,4.17,5.96,-1.32,17,548,14.6,50.4,2
2023-01-26 23:54,U4376,8959.2,investment,13526.85,19.99,1.5,4.82,-2.52,107,594,33.7,83,2
2023-04-05 22:54,U8085,546.35,deposit,12740.54,14.76,1.12,2.49,-2.23,223,586,70,27.9,2
2023-11-19 8:55,U5945,1402.92,deposit,13206.44,12.47,1.49,5.85,-1.39,131,563,14.4,74.4,2
2023-03-04 3:36,U1414,1584.9,withdrawal,9859.15,38.03,2.33,5.44,2.81,50,744,34.9,29.6,0
2023-06-27 4:23,U2563,2253.22,investment,13903.43,38.77,4.54,1.72,0.2,327,574,27.7,68.9,1
2023-02-04 1:50,U3361,341.72,transfer,3155.05,33.1,2.31,4.13,0.66,8,647,26.1,39.2,0
2023-01-16 17:16,U9804,7626.16,investment,13785.33,17.78,3.53,1.78,-1.07,156,639,10.3,22.6,1
2023-02-14 20:14,U1255,5942.17,investment,7659.63,27.31,3.41,1.31,-0.79,356,546,61.4,39,2
2023-07-05 18:34,U1788,1751.64,transfer,5907.73,22.75,2.89,4.24,-2.37,8,763,16.2,21.4,1
2023-06-18 12:39,U4062,1367.38,withdrawal,3887.26,22.13,0.69,4.92,-1.08,38,405,17.9,85.9,2
2023-08-08 22:38,U1354,1721.4,deposit,12406.28,19.32,1.35,3.63,1.01,364,391,49.3,50.2,1
2023-01-02 21:27,U3864,1372.86,deposit,9012.05,14.92,3.09,4.28,1.66,192,748,50,32.1,0
2023-02-05 4:23,U5961,9166.42,investment,10902.81,37.23,1.51,4.35,0.18,221,404,49.1,70.4,2
2023-05-05 9:55,U3203,9615.91,investment,10906.33,34.17,1.84,2.73,1.29,176,830,30.4,58.7,1
2023-10-13 20:51,U2017,8201.86,investment,18938.72,38.47,3.77,3.63,1.22,185,726,13.2,55.3,1
2023-04-01 1:51,U5693,$156.21 ,deposit,6531.83,38.91,3.61,3.7,2.78,158,435,89.3,44.3,1
2023-10-04 23:28,U8094,53.21,withdrawal,14790.84,23.12,1.26,1.09,0.52,142,454,87.7,38.6,1
2023-01-11 10:00,U4603,1559.89,withdrawal,14729.91,36.47,2.787693663,5.23,-1.55,52,524,37.5,86.9,2
2023-02-23 21:00,U6582,803.11,withdrawal,6468.73,28.11,4.91,1.06,0.01,62,441,87.3,70.1,1
2023-08-07 19:57,U6396,5428.49,investment,12463.73,13.12,0.78,3.17,-1.73,125,374,70.8,24.2,2
2023-02-05 0:36,U4419,1580.3,withdrawal,12689.65,10.73,4.06,3.66,-3.42,288,431,66.4,55.3,2
2023-09-15 2:56,U4436,1835.56,Withdrawal,4583.19,21.69,3.63,2.9,-0.67,330,313,76.9,82.6,1
2023-01-30 13:36,U9196,843.6,deposit,12432.86,27.71,2.87,2.63,1.77,67,661,55.3,32.5,0
2023-08-12 15:09,U8861,545.81,transfer,13166.87,18.1,4.79,5.18,-0.62,196,546,65.6,26.4,1
2023-10-05 18:20,U3786,2331.86,investment,11730.27,32.86,4.61,5.49,0.68,117,386,87.9,86.8,1
2023-05-01 9:28,U7105,1622.08,deposit,6805.43,29.54,0.79,4.31,1.41,259,424,60.3,72.7,1
2023-09-10 8:23,u-9043,713.72,withdrawal,6192.7,34.43,2.07,5.3,-2.79,70,603,13.1,90.5,1
2023-12-15 15:29,U9117,1402,deposit ,11388.33,32.19,4.87,1.61,-0.46,286,406,34.8,21.1,1
2023-04-22 11:23,U8563,9913.26,investment,19431.34,17.63,2.94,1.97,-2.95,258,506,54.3,77.5,2
2023-07-21 19:47,U5126,"1,983.81",deposit,15108.55,29.34,3.41,2.17,-1.08,153,488,66.8,19.3,2
2023-09-21 12:52,U4010,7001.8,investment,17867.83,20.01,1.34,2.36,0.06,35,381,74.7,86.3,1
2023-06-18 23:10,U2310,8730.61,investment,21290.62,38.16,1.67,4.59,-0.5,322,490,28.6,93.3,2
2023.12-11,U3419,375.52,withdrawal,11805.16,28.87,0.72,1.88,0.68,314,352,88.9,91.4,1
2023-01-04 22:16,U6561,6525.82,investment,10703.25,17.84,1.7,1.84,-2.57,198,604,62.4,31.6,1
2023-04-04 22:22,U5495,670.3,withdrawal,7389.62,27.2,2.58,1.67,0.85,122,714,63.8,42.9,0
2023-04-16 15:10,U9961,2470.03,investment,17005.59,15.37,4.72,4.57,-0.86,245,313,47.9,47.9,1
2023-09-19 16:41,U5223,2252.04,INVALID_CATEGORY_DEFAULT,13466.53,26.52,1.63,3.68,-1.59,69,840,74.7,26.4,1
2023-10-15 20:32,U4811,943.56,deposit,12998.05,26.23,3.49,2.97,-2.43,219,641,20.4,25.2,1
2023.03-30,U1150,4947.83,investment,17361.75,32.89,4.37,4.13,-2.87,132,404,15.2,76.7,2
2023-02-14 6:17,U8160,317.19,deposit,5695.88,27.81,0.62,5.96,1.24,74,664,67.6,42.6,0
2023-07-29 21:15,U4349,1356.56,INVALID_CATEGORY_DEFAULT,14309.76,12.13,3.65,2.14,1.95,324,747,22.3,66.9,0
2023-01-03 14:56,U3132,663.91,transfer,12241.38,11.59,1.01,5.9,-1.16,320,658,34.1,64.1,1
2023-05-26 16:48,U3426,50.36,transfer,10431.53,25.46,1.41,1.08,-0.73,293,356,51,57,1
2023-06-02 17:44,U5775,1556.41,withdrawal,3597.45,23.04,3,2.07,-1.83,109,665,50.1,92.4,1
2023-02-01 14:11,U5007,1899.09,transfer,15255.01,22.99,3.64,5.49,2.33,125,333,79.8,43.2,1
2023-09-14 15:24,U6044,1284.49,deposit,9463.29,30.61,3.47,2.87,0.72,338,796,77.2,51.1,0
2023-01-06 6:56,U6595,138.37,transfer,4389.59,38.02,2.96,4.48,0.79,80,607,56.3,18.1,0
2023-05-26 14:00,u-2037,1129.09,withdrawal,13002.97,25.45,3.94,1.28,0.28,44,786,81.3,78.9,0
2023-09-16 16:10,U2274,1730.87,transfer,"$6,439.57 ",35.78,3.79,2.16,0.72,288,742,57.2,70.6,0
2023-05-06 21:20,U7679,485.36,transfer,2748.64,14.59,1.08,5.93,2.67,317,750,85.5,32.4,0
2023-08-12 17:24,U5887,1508.97,withdrawal,7028.82,36.39,4.38,3.25,-0.34,292,639,49.1,69.7,0
2023-10-13 18:40,U9345,878.3,withdrawal,10544.08,35.78,1.07,3.2,1.93,257,534,85.7,93.9,1
2023-11-10 8:50,U8090,298.76,withdrawal,9235.81,14.88,1.5,3.4,1.87,40,612,38.8,24.7,0
2023-10-03 7:19,U4128,388.82,deposit,9854.04,30.66,1.14,2.85,-1.18,85,786,79.3,61.7,1
2023-01-07 18:19,U3910,650.38,withdrawal,8613.09,36.73,3.2,4.23,-1.06,332,802,86,60.3,1
2023-06-11 2:06,U3903,1212.18,deposit,15727.28,21.98,1.93,4.22,-1.94,353,784,50.9,20,1
2023-12-23 6:37,U2746,5840.05,investment,9414.7,24.11,3.23,4.7,-1.04,19,381,75.9,26.4,2
2023-10-08 10:48,U3200,803.38,transfer,13217.18,34.46,2.29,5.13,-2.13,49,467,17.5,24.3,2
2023-02-11 6:51,U8155,8577.73,investment,18789.17,27.33,4.26,2.41,-1.48,209,663,55.6,33,2
2023-01-30 20:22,U6753,2635.51,investment,15721.03,22.31,3.86,3.07,-0.65,70,487,72.1,92.3,1
2023-12-21 12:05,U7253,$717.65 ,transfer,5423.29,39.99,0.75,5.46,0.18,48,323,27.3,45.5,1
2023-02-19 14:31,U1610,446.98,withdrawal,10700.32,29.01,4.29,5.43,2.63,23,836,10.8,36,0
2023-05-25 5:35,U8762,401.38,withdrawal,10162.13,14.94,1.08,3.75,0.6,48,815,48.8,46.2,0
2023-11-16 20:59,U1603,5684.04,investment,11590.75,35.38,2.4,3.35,0.32,364,714,50.5,71.5,1
2023-06-26 5:23,U4460,1610.14,transfer,11379.92,16.6,1.9,1.41,0.45,109,797,43.3,87.7,0
2023-06-29 3:59,U2786,816.3,transfer,11864.36,26.81,2.41,3.39,1.76,93,592,70.1,86.5,1
2023-02-05 8:14,U1547,1574.93,deposit,6518.34,24.9,3.58,1.19,0.64,166,819,25.2,77.4,0
2023-06-26 7:26, U6624 ,1141.39,transfer,14591.54,27.96,4.12,4.54,-0.74,124,551,36.3,22.9,1
2023-11-05 6:28,U5772,920.09,dopeits,6297.1,11.69,3.51,1.93,0.47,70,467,16.3,66.6,1
2023-01-09 21:55,U7884,1416.41,withdrawal,11193.15,32.33,2.1,3.26,-1.9,319,615,76.4,49.6,1
2023-05-31 20:56,U1000,NA,deposit,12947.89,31.07,1.47,5.52,-1.35,237,780,31.4,31.2,1
2023-10-15 19:04,U8820,3499.47,investment,7843.26,28.7,1.78,2.18,-1.82,182,705,88.9,57.8,1
2023-01-24 23:19,U1334,847.72,transfer,2150.29,22.23,1.16,3.41,0.55,93,795,24.7,88.8,0
2023-01-18 22:21,U9412,7601.38,investment,17735.52,16.56,3.5,5.8,0.24,268,844,26.6,47.2,0
2023-11-09 18:37,U7585,1323.3,Transfer,14147.39,33.77,3.16,4.61,-0.28,110,381,12.5,38.7,1
2023-01-26 23:55,U3903,None,deposit,13218.07,13.85,4.43,4.49,-0.58,261,745,38.7,42.8,0
2023-08-16 6:36,U3198,7297.35,investment,22251.06,27.55,4.74,2.62,0.67,37,375,23,77.7,2
2023-09-21 0:04,U1914,9436.41,investment,13084.41,28.94,0.89,3.51,2.9,285,436,73.4,69.4,2
2023-01-25 7:24,U5523,7883.21,investment,22642.32,29.78,1.03,5.82,-2.5,273,757,86.8,64.3,2
2023-11-01 4:07,U7132,1274.83,deposit,12163.4,31.94,0.62,1.08,0.99,37,764,45.5,85,0
2023-11-05 2:07,U7824,137.67,DEPOSIT,12346.95,15.63,3.07,2.64,1.42,205,624,50.3,61.4,0
INVALID_DATE_FORMAT_STRING,U4748,605.57,transfer,"$7,422.81 ",23.57,2.2,2.98,2.31,79,712,53,17.3,0
2023-01-18 20:07,U2822,7322.4,investment,20031.16,16.02,4.36,3.86,1.12,15,446,83,89.4,1
2023-06-04 8:33,U2219,664.54,withdrawal,9855.24,32.72,2.96,1.86,-1.38,20,576,61.4,74.8,2
2023-01-17 17:52,U4766,994.47,transfer,12158.69,24.31,2.37,1.07,-0.78,213,324,30.2,72.1,1
2023-11-05 10:50,U2050,909.12,deposit,8652.83,34.53,3.54,5.26,0.19,348,774,56,29.8,0
2023-03-13 3:14,U4821,3423.98,investment,9785.48,38.87,4.15,5.65,0.4,296,649,43.1,41.8,0
2023-05-31 10:39,U7335,883.63,deposit,3177.15,16.85,2.73,3.42,-1.82,199,822,18.7,92.9,1
2023-12-31 14:19,U7498,114.87,deposit,13503.09,29.01,1.32,1.76,0.66,68,676,36.9,33.1,0
2023-12-07 10:28,U1470,1519.51,transfer,14152.09,18.05,3.35,1.62,-0.84,226,632,13.2,51.4,0
2023-01-02 1:29,U4147,1760.42,withdrawal,4647.11,23.46,4.24,3.51,-0.2,147,320,10.4,75.9,1
2023-11-19 12:14,U5638,478.62,withdrawal,6287.26,39.75,4.36,3.01,2.18,126,373,38.9,25.6,1
2023-07-17 9:12,U3632,9997.42,investment,10531.11,13.44,4.2,4.32,-0.85,349,344,50.5,65.9,1
2023-01-20 20:18,U8444,7775.64,investment,8550.09,11.71,0.69,1.79,1.39,33,731,60.9,22.2,0
2023-05-09 23:32,U4483,4243.38,investment,11997.7,15.73,3.64,3.21,-0.12,48,624,28.6,27.8,0
2023-02-02 9:57,U2402,1440.81,withdrawal,11174.72,10.66,2.38,1,0.14,153,545,19.6,15.1,1
2023-12-18 6:11,U2358,1589.51,transfer,9423.22,39.74,0.77,2.03,1.16,172,585,76.4,21.1,1
2023-06-27 18:50,U9640,1982.7,deposit,8357.35,19.29,1.28,5.63,-1.88,53,742,17.3,40,1
2023-04-26 2:41,U8622,1860.35,transfer,7829.44,24.32,3.76,5.06,-1.61,22,485,45.4,53.8,2
2023-04-22 17:45,U5820,8350.51,investment,16115.59,39.84,0.72,1.16,-0.76,96,824,24.6,26.1,1
2023-10-29 1:35,U2072,1817.82,deposit,9860.64,12.28,0.71,1.68,-0.54,146,418,25.2,51.9,1
2023-04-07 11:07,U6285,1064.37,transfer,15228.76,33.93,4.04,2.76,1.67,43,737,51.2,66.6,0
2023-09-21 17:28,U9524,1702.03,deposit,2919.96,12.96,3.55,4.27,-1.91,222,795,62.1,81.5,1
2023-06-08 9:03,U1111,6963.11,investment,17336.41,36.62,3.07,4.66,-0.72,238,485,11.7,59,2
2023-01-03 1:26,U4939,317.86,transfer,12196.35,32.19,4.12,2.76,-0.19,237,441,30.2,75.2,1
2023-06-19 18:41,U3040,1701.92,transfer,5977.77,21.86,4.45,3.12,-0.59,242,684,50.9,24.7,0
2023-06-18 15:23,U2329,1748.94,transfer,9681.41,29.25,2.32,4.67,-1.32,314,520,51.5,19.3,2
2023-12-20 4:54,U7632,6232.75,investment,7795.68,19.13,3.41,1.02,-0.88,24,379,44,59.8,1
2023-11-12 15:03,U1573,173.1,deposit,10066.52,19.77,2.67,3.71,0.37,102,720,70.8,38.3,0
2023-04-26 2:09,U5105,512.32,withdrawal,11222.87,30.49,4.53,1.94,-1.12,137,432,36.1,57.6,2
2023-02-09 1:37,U9020,899.51,INVALID_CATEGORY_DEFAULT,7397.36,31.5,2.2,3.59,-0.64,346,366,10.5,84.6,1
2023-10-22 15:15,U2857,1342.86,withdrawal,3786.22,13.78,1.2,2.45,-1.07,173,404,63.7,79,2
2023-09-08 2:33,U9020,1396.92,withdrawal,8907.99,15.26,3.92,1.59,1.47,124,721,72.4,39.5,0
2023-09-07 23:12,U8283,1604.56,deposit,9144.28,32.4,3.91,1.2,-0.21,209,401,84.2,36.4,1
2023-08-24 20:47,U5105,1003.99,investment,4555.66,38.43,2.22,4.5,2.02,223,676,72.1,88.3,0
2023-12-31 5:59,U3152,1251.03,deposit,7644.1,17.76,0.72,1.87,-0.85,88,488,14.7,15.1,1
2023-08-26 20:27,U5250,2982.03,investment,9235.48,39.32,0.63,5.17,2.99,227,430,60.6,85.3,1
2023-08-07 1:40,U7151,372.32,transfer,10349.33,37.36,1.31,2.11,1.57,149,348,85.5,62.6,1
2023-10-02 23:31,U3746,660.67,withdrawal,5786.81,22.82,4.18,4.27,0.45,342,730,47.5,65.5,0
2023-02-06 22:32,U9637,429.17,withdrawal,15043.39,25.61,4.51,4.13,-1.78,293,644,75,68.6,1
2023-09-01 14:08,U9105,"1,457.36",withdrawal,11291.3,35.62,0.72,3.22,-1.27,215,564,56.8,61.1,2
2023-04-30 5:11,U9529,1492.38,transfer,10994.25,10.96,4.89,3.23,2.47,189,549,50.2,91.7,1
2023-09-09 2:05,U7114,1059.31,transfer,12043.64,21.26,0.98,2.22,-0.82,162,530,20.9,25.4,1
2023-08-27 12:08,U1505,1020.86,investment,5864.43,18.78,1.59,2.82,2.49,169,486,54.5,50.8,1
2023-01-07 7:34,U5311,418.82,TRANSFER,8621.24,34.31,2.57,2.08,-0.94,120,715,77.4,37.5,0
2023-04-07 22:18,U1661,1582.18,investment,12554.31,18.63,3.08,1.98,0.13,105,353,71,16.1,1
2023-04-14 23:49,U4678,1411.71,transfer,14282.76,28.79,2,2.73,-1.46,187,611,25.7,62.6,1
2023-07-23 19:18,U2235,712.57,deposit,12597.82,11.98,3.92,5.39,-1.17,172,739,83.9,75.2,1
2023-07-12 0:36,U6472,1086.07,transfer,13419.41,34.97,3.28,5.67,-0.98,166,664,18.2,82.9,0
2023-03-31 6:36,U1947,8028.67,investment,21836.17,33.86,4.34,5.43,-1.62,14,811,54.7,73.7,2
INVALID_DATE_FORMAT_STRING,U1234,4860.86,investment,19104.88,22.55,4.7,2.79,-0.56,132,840,69.7,87.8,0
2023-01-01 7:33,U7681,1583.72,transfer,12744.86,22.01,4.59,5.89,0.91,172,393,66.8,82.8,1
2023-03-12 15:42,U6356,240.15,deposit,6239.76,31.65,2.33,2.41,1.74,322,538,30.8,38.3,1
2023-08-30 8:57,U8135,1859.70 USD,withdrawal,2650.46,24.45,1.18,1.7,-1.29,325,624,34.3,19.3,1
2023-11-18 22:11,U8350,1100.69,deposit,13479.59,25.4,3.07,1.24,0.55,290,632,15.7,34.9,0
2023-04-28 19:34,U8660,775.79 USD,transfer,10199.84,39.16,1.81,3.97,-2.54,129,422,20.3,76.7,2
2023-01-03 0:19,U3318,1576.03,transfer,6305.59,30.57,3.48,3.56,2.09,280,677,44.8,74.2,0
2023-09-22 11:56, U2903 ,694.3,withdrawal,13754.68,30.48,4.54,5.98,2.5,287,741,88.2,59,0
2023-11-20 9:52,U3584,"1,929.46",deposit,13604.49,12.19,3.86,2.9,2.34,226,752,26.8,72.3,0
2023-06-16 21:40,U6005,"7,597.03",investment,16905.37,37.23,3.91,5.34,0.38,247,364,67.9,22.3,2
2023-10-04 10:12,U9900,2730.79,investment,7441.13,10.4,1.42,3.56,-0.98,54,537,57.8,79.5,1
2023-07-05 9:15,U6663,2384.12,investment,11339.47,12.74,4.5,5.75,-4.02,248,486,15.4,85,2
2023-04-10 19:52,U3122,3848.95,investment,7554.49,13.19,1.5,3.92,0.56,177,537,24.6,63.5,1
2023-02-26 18:59,U1668,1243.9,transfer,6963.79,31.3,0.99,4.99,2.21,156,307,14.6,40,1
INVALID_DATE_FORMAT_STRING,U7773,266.72,topieds,6694.22,31.58,1.09,1.52,-2.12,294,476,31.2,53.5,2
2023-08-06 3:30,U2262,1658.46,withdrawal,15417.87,30.31,0.69,4.59,0.7,295,586,58.2,38.6,1
2023-09-11 16:30,U8588,2889.08,investment,14101.7,29.07,2.42,5.07,-1.75,166,589,68.3,86.5,2
2023-09-03 11:38,U1404,1178.74,transfer,2308.52,10.61,4.12,2.33,-1.81,173,738,37.8,87.7,1
2023-02-01 0:30,U8242,147.54,withdrawal,5159.86,33.64,2.94,4.55,0.26,239,357,60.6,36.2,1
2023-05-06 3:04,U4890,903.09,transfer,11912.5,32.93,3.72,2.91,0.21,36,822,76.6,25,0
2023-08-14 12:48,U6544,98.01,withdrawal,9516.83,27.86,3.63,4.01,-2.34,188,558,52.4,50.2,2
2023-09-17 14:13,U6381,792.34,deposit,14132.95,14.25,3.73,3.45,-0.19,124,512,61,21.2,1
2023-11-24 15:15,U6544,183.59,transfer,8259.79,29.61,4.35,4.71,1.39,260,838,62.5,49.9,0
2023-03-31 18:16,U1085,54.1,transfer,1884.88,18.83,1.52,2.59,0.5,143,423,28.5,80.6,1
2023-01-05 17:25,U3708,1306.95,deposit,7601.99,34.68,2.07,5.69,-2.55,284,440,51.1,93.5,2
2023-11-11 5:37,U9818,1107.96,transfer,3415.35,21.7,4.41,4.18,-1.46,72,551,65.3,61.5,2
2023-04-08 9:07,U1305,1157.78,deposit,10702.06,36.31,3.27,1.8,-2.23,267,675,67.5,57.6,1
2023-05-23 9:07,U2253,7087.84,investment,14186.44,20.84,2.97,3.08,2.3,39,582,25.8,90,1
2023-05-06 6:06,U6109,1365.08,deposit,3538.42,19.22,0.86,1.71,0.38,16,406,59.7,16.5,1
2023-07-01 17:17,U9587,1057.74,deposit,15950.81,30.12,1.15,3.86,-1.08,272,726,84.8,33.6,1
2023-05-11 20:48,U8258,1938.92,deposit,10905.85,20.39,4.49,4.47,-1.36,265,505,72.7,31.7,2
2023-04-23 12:33,U9161,1112.31,withdrawal,"$13,711.53 ",29.78,1.03,3.02,1.94,160,415,39.5,80.9,1
2023-05-29 8:11,U9586,2044.2,investment,5123.52,17.17,2.27,4.28,0.58,211,787,61.1,41.5,0
2023-12-26 19:06,U7324,886.91,transfer,13737.87,16.41,3.56,2.42,0.57,290,595,16.4,47.4,1
2023-10-27 16:22,U7235,1301.18,deposit,10517,20.14,1.38,2.94,0.13,313,650,16.4,85.6,0
2023-08-15 8:59,U3898,1983.9,transfer,3178.65,39.21,2.31,1.18,1.43,315,788,17,64.8,0
2023-01-28 21:34,U2246,548.7,transfer,7863.39,23.99,4.1,5.1,-1.08,270,324,56.4,92.5,2
2023-10-04 16:31,U4023,264.62 USD,transfer,5968.22,30.31,4.41,2.23,-0.64,160,734,49.2,66.6,0
2023-12-20 18:40,U4748,1165.03,transfer,12547.92,37.92,0.73,2.9,-2.28,350,530,77,58.4,2
2023-10-02 0:50,U5218,278.7,withdrawal,15171.37,39.76,1.77,5.11,-0.61,223,382,89.1,94.1,1
2023-10-30 6:04,U8022,1755.28,investment,8954.85,10.76,1,5.11,-2.06,104,684,39.3,55.9,1
2023-07-25 21:11,U1694,210.69,withdrawal,10301.68,12.16,3.69,1.82,1.94,11,742,64.4,56.6,0
2023-10-23 11:09,U3492,5563.74,investment,18838.3,35.94,3.69,1.48,-2.21,76,479,35,69.5,2
2023-12-10 9:08,U9741,1634.79,deposit,10863.52,31.42,2.27,2.65,2.21,47,528,68.7,24.4,1
2023-06-21 13:57,U2354,2007.42,investment,13991.32,35.37,4.31,4.41,-0.75,318,814,36.7,22.6,0
2023-06-23 10:54,U5728,1329.46,transfer,5304.32,39.43,1.73,3,2.24,194,775,84.1,93,0
2023-12-20 8:00,U3413,1231.99,deposit,2901.7,37.8,4.06,2.45,-0.29,336,578,89,78.9,1
2023-05-24 5:33,U8299,7293.84,investment,18268.81,11.89,4.62,3.61,1.76,305,676,25.2,43.5,0
2023-11-13 0:30,U2910,5556.97,investment,20170.79,25.6,1.41,4.76,-0.42,190,486,19.3,86.5,2
2023-09-30 7:18,U2566,3107.66,investment,8017.46,21.55,2.93,5.56,0.98,325,625,78.8,34.4,0
2023-05-16 23:12,U1690,473.06,transfer,10954.88,28.68,0.76,5.52,-1.21,268,369,63,46.3,2
2023-02-24 2:10,U9052,1047.69,transfer,7268.68,10.55,0.87,2.41,-0.38,20,832,87.6,72.8,0
2023-08-23 14:49,U8944,9810.62,investment,12364.07,20.72,3.26,3.06,2.29,268,813,72.8,92.3,0
2023-05-17 11:36,U8879,943.14,INVALID_CATEGORY_DEFAULT,8749.88,34.81,1.23,4.85,0.04,188,707,52.8,70.9,0
2023-10-30 14:41,U4113,542.96,deposit,8411.41,18.06,0.75,1.48,-1.28,303,583,15.2,34.2,2
2023-03-04 4:25,U2908,1293.81,INVESTMENT,5574.09,13.62,1.18,3.32,0.22,300,730,56.5,40.9,0
2023-11-23 17:28,U2796,1713.31,deposit,13830.19,15.32,4.72,1.71,-1.06,249,695,50.5,80.9,1
2023-05-13 4:19,U1424,1757.04,deposit,10664.22,28.69,0.6,5.42,-0.54,231,838,43,72.1,0
2023-02-06 0:39,U7266,6020.38,investment,6868.98,19.29,5,2.39,-1.08,81,455,28.6,37.3,2
2023-12-04 12:56,U5899,5910.27,investment,16771.42,11.24,1.59,1.32,1.1,354,843,59.1,91.9,0
2023-02-24 19:29,U6112,9896.86,investment,14732.54,14.81,2.59,1.19,0.13,275,787,85,89.7,0
2023-11-09 15:39,U4766,1050.15,deposit,3088.48,37.26,4.67,4.69,0.25,86,382,88.4,64.8,1
2023-12-23 19:33,u-1561,NA,transfer,14318.26,17.38,4.71,5.05,-1.64,217,686,89.1,70.9,1
2023-06-27 8:40,U2394,5161.52,tneemsvnit,17331.6,21.48,2.24,2.33,0.84,117,710,66.9,43.4,0
