Date,Time,User_Id,Transaction_Amount,Transaction_Type,Account_Balance,Market_Volatility_Index,Interest_Rate,Inflation_Rate,Stock_Index_Change,Investment_Duration_Days,Credit_Score,Device_Cpu_Usage,Device_Memory_Usage,Risk_Level
2023-04-26,4:31:00,U3775,436.29,DEPOSIT,6103.95,21.48,4.34,2.42,-1.56,13,694,49.4,23.8,1
2023-07-19,23:28:00,U4264,1256.61,DEPOSIT,9801.58,35.6,1.68,4.74,0.34,265,630,68.1,45.6,0
2023-10-09,17:09:00,U2522,522.35,WITHDRAWAL,3976.8,25.52,4.5,3.28,0.18,181,701,67.1,33.1,0
2023-12-16,2:58:00,U5062,8666.57,INVESTMENT,22762.66,13.14,0.63,5.94,-1.14,192,632,18.1,36.8,1
2023-01-14,2:32:00,U4039,1671.67,INVESTMENT,2561.25,38.41,4.22,5.22,-0.25,290,808,58.8,38.8,0
2023-01-18,2:29:00,U7316,1720.16,TRANSFER,6306.14,10.64,1.43,4.43,0.68,162,333,63.8,59.2,1
2023-01-12,20:36:00,U1218,5427.38,INVESTMENT,8318.92,17.96,0.52,4.51,-1.13,117,738,68.7,64.2,1
2023-04-15,0:23:00,U7825,225.13,INVESTMENT,10593.26,27.96,3.35,5.43,4.86,197,752,49.3,56.6,0
2023-11-26,10:33:00,U8950,8772.77,INVESTMENT,19706.67,34.72,3.08,5.46,1.26,361,634,35.5,46.8,1
2023-06-22,15:31:00,U8335,1074.6,WITHDRAWAL,14999.1,38.41,1.04,3.21,-0.15,257,560,23.3,26.8,1
2023-06-25,19:51:00,U5507,113.98,DEPOSIT,13160.75,17.36,1.28,3,1.89,29,758,48.2,55.4,0
2023-01-24,7:13:00,U3249,8692.33,INVESTMENT,13991.71,11.89,3.56,2.11,0.36,80,447,81.7,54.6,1
2023-12-22,1:29:00,U5583,1739.86,INVESTMENT,8686.96,32.02,3.76,3.12,-1.79,326,484,81.6,83.4,2
2023-11-25,7:16:00,U4840,1467.16,WITHDRAWAL,6512.58,29.62,3.74,4.99,-2.27,50,392,57.6,39.4,2
2023-02-25,12:46:00,U5303,8054.58,INVESTMENT,19110.76,12.8,2.09,5.68,-1.03,108,817,88,77.8,1
2023-06-28,0:31:00,U2858,1678.38,DEPOSIT,12647.14,16.82,0.82,3.26,-2.92,128,437,24.8,80.8,2
2023-05-29,8:13:00,U5608,8580.93,INVESTMENT,13187.61,39.14,4.6,4.98,-0.38,168,328,79.4,66.6,2
2023-11-08,21:59:00,U3046,1175.23,TRANSFER,10812.77,29.02,3.78,4.95,1.28,147,397,78.8,48.7,1
2023-03-26,2:40:00,U3571,3527.94,INVESTMENT,5702.78,26,1.74,4.17,-0.6,197,485,45.5,23.2,1
2023-12-28,6:05:00,U5435,209.25,TRANSFER,5035.15,16.37,4.16,2.43,-0.92,364,306,77.5,63.8,1
2023-07-24,1:34:00,U5681,1472.01,DEPOSIT,"12,754.25",27.54,1.67,5.42,-0.15,53,774,51.6,94.9,0
2023-06-15,15:32:00,U5038,1864.75,DEPOSIT,5984.31,25.73,4.55,4.76,0.25,265,463,53.9,62.5,1
2023-06-12,2:05:00,U9032,1055.54,DEPOSIT,3179.71,15.35,2.39,3.53,-0.73,176,703,74,65.4,0
2023-03-06,13:37:00,U3029,147.92,WITHDRAWAL,7589.09,39.12,5,1.59,0.19,10,397,50.6,45.3,1
2023-05-17,3:21:00,U9119,491.39,TRANSFER,4361.25,35.4,3.67,1.05,1.33,178,335,89.5,76.9,1
2023-10-02,23:03:00,U5723,93.18,DEPOSIT,4047.22,31.8,1.82,3.87,-0.69,195,543,23.9,36.4,1
2023-05-30,1:31:00,U3094,309.63,DEPOSIT,8321.75,19.83,1.96,5.28,-0.81,16,342,58.1,70.4,1
2023-03-20,22:27:00,U8961,1057.03,DEPOSIT,12793.49,18.11,1.16,5.25,-0.63,254,745,15,55.9,0
2023-03-23,12:48:00,U7229,857.69,WITHDRAWAL,6528.52,14.23,1.9,4.87,1.21,232,597,35.7,59.5,1
2023-03-02,14:24:00,U6731,9450.97,INVESTMENT,23041.99,25.16,2.72,1.75,-3.92,242,435,65.6,61.7,2
2023-11-05,5:06:00,U7761,2388.89,INVESTMENT,12485.15,33.5,2.99,5.91,-1.42,234,404,77.7,31.8,2
2023-07-21,17:56:00,U4347,354.16,DEPOSIT,10835.35,19.34,1.29,2.37,-0.91,295,550,33.7,44.7,1
2023-03-14,9:18:00,U6287,1290.33,DEPOSIT,7751.99,25.19,1.05,4.4,0.37,321,464,44.2,57.7,1
2023-05-19,19:37:00,U2112,1586.41,TRANSFER,8065.72,27.01,1.11,5.88,-1.35,115,519,40.7,52.3,2
2023-03-24,22:47:00,U3444,1515.77,TRANSFER,4223.98,18.55,1.09,4.53,1.46,359,366,26.7,87.5,1
2023-10-26,0:35:00,U8131,9372.87,INVESTMENT,13716.55,27.9,2.76,3.46,0.63,90,512,89,48,2
2023-12-06,2:12:00,U2693,9726.47,INVESTMENT,20864.29,22.77,3.3,5.47,0.04,64,846,68.5,84.3,0
2023-12-04,11:28:00,U7822,"1,729.95",WITHDRAWAL,9231.69,33.68,2.1,2.44,1.22,251,826,80.5,79.2,0
2023-01-09,20:32:00,U6427,287.91,TRANSFER,8816.24,16.75,1.05,1.18,-1.62,202,658,51.6,65.9,1
2023-08-09,8:03:00,U6634,1019.65,TRANSFER,14698.2,20.72,2.52,1.28,-0.4,121,419,77.9,86.9,1
2023-10-04,21:54:00,U9615,1416.82,WITHDRAWAL,5409.55,11.76,2.49,2.28,0.25,179,628,45.4,39.6,0
2023-11-27,2:05:00,U6881,1107.94,WITHDRAWAL,11347.01,35.07,3.59,5.87,1.7,294,457,89.5,76.4,1
2023-10-20,13:09:00,U8404,828.25,DEPOSIT,1430.37,18.45,0.68,2.44,-0.76,93,423,88.6,18.3,1
2023-12-15,6:50:00,U9758,1145.63,TRANSFER,7850.39,31.73,4.44,2.02,2.08,117,577,48.4,59.5,1
2023-09-01,7:19:00,U1642,681.28,DEPOSIT,1664.47,32.25,4.5,1.49,-0.67,93,620,11.5,94.4,0
2023-09-05,1:00:00,U7925,152.97,DEPOSIT,5029.21,32.38,4.51,1.15,0.14,197,439,34.8,74.3,1
2023-05-13,10:03:00,U8263,7094.37,INVESTMENT,17248.92,10.23,3.8,4,-1.74,224,525,39.2,21.9,2
2023-08-21,20:59:00,U5487,664.09,WITHDRAWAL,4503.72,24.37,4.18,1.6,-1.8,195,696,50.6,80.3,1
2023-08-03,11:32:00,U6404,518.14,DEPOSIT,"7,507.90",27.31,4.39,5.82,-0.55,325,342,57.2,84.7,1
2023-05-25,7:07:00,U8341,1434.76,DEPOSIT,10302.19,39.29,2.87,2.03,0.63,34,824,70.7,37.8,0
2023-01-28,21:44:00,U3888,1044.71,TRANSFER,13704.54,32.84,1.26,2.97,-3.99,281,518,23.6,53.8,2
2023-11-04,23:27:00,U7891,7806.38,INVESTMENT,15213.05,11.94,3.96,2.72,-1.57,19,720,62,29.4,1
2023-10-19,0:24:00,U7101,1862.38,WITHDRAWAL,14806.38,20.17,3.25,3.4,-1.28,154,708,42.3,41.9,1
2023-09-01,10:08:00,U1273,253.07,TRANSFER,5362.69,36.63,4.16,2.74,0.7,307,357,86.7,73,1
2023-07-13,3:11:00,U9892,1639.79,DEPOSIT,6509.97,17.69,1.16,3.82,1.9,185,548,63.5,49.7,1
2023-11-25,20:40:00,U3358,4057.93,INVESTMENT,17729.23,23.83,1.83,3.76,-0.33,270,713,87.3,54.5,0
2023-06-13,11:56:00,U4759,2946.25,INVESTMENT,12144.59,13.11,3.34,1.54,-1.62,86,532,60.1,45.7,2
2023-12-29,3:22:00,U5195,200.43,DEPOSIT,9827.07,10.68,2.71,3.71,-2.17,173,706,60.7,40.1,1
2023-02-02,22:25:00,U7678,308.19,TRANSFER,7166.56,27.04,4.86,4.12,1.36,285,652,61,84.6,0
2023-02-14,11:07:00,U2965,1023.89,WITHDRAWAL,13835.02,33.75,4.08,3.77,2.02,144,515,84.2,64.2,1
2023-03-31,10:15:00,U4968,441.27,DEPOSIT,5519.23,33.11,1.85,1.37,-0.13,140,360,39.4,44.6,1
2023-12-01,9:29:00,U1205,84.49,WITHDRAWAL,7050.85,16.92,2.42,3.02,-1.55,263,326,37.2,77.9,2
2023-05-12,16:21:00,U7186,1323.25,DEPOSIT,14894.23,19.79,4.33,2.46,-2.17,294,632,30.4,77,1
2023-04-03,17:49:00,U6133,627.09,DEPOSIT,1603.51,37.01,2.89,1.18,-2.3,356,588,57.1,15.9,2
2023-07-19,11:17:00,U1670,438.85,TRANSFER,4159.04,39.08,3.23,3.72,2.11,60,593,20.7,59.8,1
2023-01-05,10:26:00,U9231,615.44,TRANSFER,6774.73,11.35,4.85,5.64,0.27,24,827,51.8,45.2,0
2023-07-09,12:19:00,U3563,795.93,DEPOSIT,8924.13,39.68,3.89,1.91,-2.36,166,348,68.4,66.8,2
2023-04-07,13:04:00,U6203,9268.61,INVESTMENT,11258.75,32.79,2.01,2.83,1.31,163,762,79.6,50.8,1
2023-12-03,14:24:00,U7533,902.25,TRANSFER,5630.28,39.13,4.54,1.72,-2.16,212,450,48.4,58.5,2
2023-06-01,10:01:00,U4838,459.02,WITHDRAWAL,11188.63,27.47,4.95,3.37,0.8,91,823,50.8,76.7,0
2023-03-02,1:01:00,U5830,169.15,TRANSFER,13241.81,28.34,2.98,5.75,-1.65,88,829,29.1,29,1
2023-09-04,2:08:00,U6482,422.82,WITHDRAWAL,15035.1,24.5,2.83,5.6,1.36,135,476,59.4,49.8,1
2023-10-24,12:14:00,U5726,110.17,WITHDRAWAL,13573.27,10.43,3.88,2.44,0.8,312,839,46.2,21.2,0
2023-06-21,0:40:00,U1140,852.18,DEPOSIT,14721,15.51,4.74,3.89,-0.28,37,750,77.1,62.7,0
2023-04-07,17:34:00,U1340,275.34,DEPOSIT,3431.71,20.43,2.63,4.63,-0.47,305,711,47,76.6,0
2023-10-13,23:51:00,U5448,376.55,DEPOSIT,5971.55,19.76,2.72,3.69,-0.08,120,363,14.4,35.6,1
2023-07-26,0:54:00,U1633,6178.68,INVESTMENT,16915.47,22.86,0.74,4.09,-0.31,218,398,14.7,78,1
2023-07-15,17:15:00,U2756,4516.8,INVESTMENT,10472.13,31.65,4.89,1.56,-1.52,57,436,87.7,40.8,2
2023-07-15,15:04:00,U5575,1950.93,TRANSFER,12852.69,12.59,3.64,4.19,-0.75,245,641,64.8,47.9,0
2023-05-04,4:21:00,U4235,1889.97,DEPOSIT,3750.39,36.67,3.99,2.84,0.84,145,305,54,38.5,1
2023-03-01,16:05:00,U4142,530.71,TRANSFER,15271.67,33.69,3.56,2.65,-1.1,240,733,10.3,62.3,1
2023-09-25,13:31:00,U8699,214.39,DEPOSIT,12680.5,23.65,4.76,5.41,0.64,133,848,88.8,91.9,0
2023-09-09,11:37:00,U4772,1853.84,DEPOSIT,11199.47,15.97,4.68,1.32,1.2,253,760,16.1,46.7,0
2023-09-19,23:55:00,U8586,1640.75,DEPOSIT,6080.51,33.5,0.95,5.21,0.76,114,771,18.5,81.7,0
2023-02-18,23:31:00,U6128,1653.86,WITHDRAWAL,7500.05,13.89,2.74,5.5,-1.08,192,439,34.7,28.7,2
2023-10-03,20:38:00,U1791,1873.24,WITHDRAWAL,12133.35,12.85,2.15,2.1,3.28,249,582,66.6,31,1
2023-07-16,15:03:00,U9585,6897.54,INVESTMENT,18233.35,24.55,0.93,2.13,0.49,103,332,34.2,69.9,1
2023-10-04,18:59:00,U3930,275.86,WITHDRAWAL,4106.54,30.67,2.45,4.26,-0.51,70,687,56.5,39.9,0
2023-01-12,20:36:00,U5852,369.18,WITHDRAWAL,6350.09,13.33,2.15,5.53,-0.02,63,755,76.1,34.6,0
2023-08-04,22:23:00,U8047,1764.55,WITHDRAWAL,14505.25,25.37,4.22,3.75,0.65,242,475,12.5,70.8,1
2023-09-10,17:12:00,U4411,1916.53,DEPOSIT,6253.95,19.71,3.89,4.54,-0.84,272,510,73.8,62.9,1
2023-12-15,1:01:00,U1966,1652.52,DEPOSIT,16184.79,32.21,1.94,5.3,0.46,148,456,89,61.7,1
2023-06-25,4:26:00,U1687,271.4,TRANSFER,9136.21,39.71,3.87,4.58,-0.2,357,334,12.6,63.4,1
2023-01-09,6:52:00,U3015,678.11,DEPOSIT,10185.31,22.57,3.63,1.57,-0.13,249,641,17.7,27.1,0
2023-10-13,4:27:00,U9774,925.19,WITHDRAWAL,15923,27.28,1.25,2.45,2.54,24,381,36.8,61.5,1
2023-09-30,6:22:00,U9153,1245.16,TRANSFER,12850.25,14.57,1.22,2.85,0.26,83,666,64.8,86.9,0
2023-08-17,12:28:00,U6098,704.56,WITHDRAWAL,12073.97,25.56,1.11,2.15,1.05,61,660,63.9,15.5,0
2023-08-29,16:25:00,U4963,1284.72,WITHDRAWAL,13465.95,36.94,2.14,5.61,-1.69,95,309,60.8,67.2,2
2023-06-29,2:36:00,U1873,984.56,WITHDRAWAL,14901.24,11.05,4.15,4.02,1.2,269,827,16.7,16.8,0
2023-12-26,3:44:00,U8415,298.04,TRANSFER,5961.39,33.73,4.09,5,0.42,342,636,74.2,90.4,0
2023-11-30,14:12:00,U9144,9674.4,INVESTMENT,22600.38,22.7,1.19,5.94,0.01,279,628,69.8,62.6,0
2023-08-25,7:30:00,U1162,502.48,TRANSFER,9476.22,10.54,4.5,4.66,-0.13,171,635,76.7,69.6,0
2023-12-13,7:36:00,U3386,1744.61,INVESTMENT,3351,20.81,1.37,1.77,-0.05,357,729,61.3,50.5,0
2023-04-05,7:49:00,U1109,1321.94,WITHDRAWAL,3271.73,37.35,1.55,4.79,-1.34,66,538,53.7,57.7,2
2023-09-25,10:26:00,U9797,956.86,DEPOSIT,4493.42,10.06,1.37,1.85,0.56,300,704,24.3,35.8,0
2023-11-16,5:22:00,U7815,337.09,DEPOSIT,13971.92,11.84,2.17,5.39,-0.82,172,372,33.9,58.3,1
2023-01-08,0:47:00,U9364,1532.59,INVESTMENT,6965.73,39.45,2.73,2.27,-0.51,27,520,85.2,79.4,1
2023-08-07,10:47:00,U8976,533.35,TRANSFER,14714.87,36.42,2.73,4.12,-1.61,14,300,80.7,36.6,2
2023-06-26,14:37:00,U7772,1243.42,TRANSFER,8221.58,12.16,3.17,1.23,1.37,16,352,14.1,38,1
2023-11-23,0:53:00,U8051,1904.1,TRANSFER,"13,680.47",31.21,1.68,5.54,2.34,151,473,12.7,18.2,1
2023-02-20,22:58:00,U5615,1428.02,DEPOSIT,3739.89,38.78,1.15,1.19,2.41,42,466,44.2,17.5,1
2023-07-27,13:29:00,U6925,118.13,TRANSFER,1049.31,26.73,4.19,2.74,-0.18,28,395,73.2,92.8,1
2023-05-21,14:53:00,U6050,1097.16,WITHDRAWAL,8681.03,20.54,4.13,1.78,1.78,81,808,89.2,77.3,0
2023-02-07,12:36:00,U5861,1743.85,WITHDRAWAL,7903.57,20.76,1.36,5.91,0.76,60,846,22,94.8,0
2023-02-26,22:47:00,U3030,7286.78,INVESTMENT,21738.62,15.77,0.95,1.01,-0.53,27,506,48.5,81.8,1
2023-12-18,16:33:00,U6788,756.74,WITHDRAWAL,8249.96,12.48,2.08,1.39,-0.43,189,739,66.9,84.2,0
2023-07-11,22:48:00,U1931,1964.51,TRANSFER,9846.97,22.47,1.35,2.05,-1.3,214,372,65.4,30,2
2023-09-29,20:40:00,U2114,1190.9,WITHDRAWAL,10914.84,27.53,4.88,4.31,2.54,252,607,28.5,40.8,0
2023-01-12,18:50:00,U4552,1862.11,WITHDRAWAL,6497.68,14.07,4.89,4.16,0.62,239,630,54.4,41.3,0
2023-03-19,7:27:00,U7981,518.75,TRANSFER,4261.13,38.55,3.93,2.94,1.15,42,324,36.3,37.3,1
2023-03-02,12:27:00,U1370,602.56,WITHDRAWAL,13393.34,39.37,2.98,2.32,-0.31,65,598,63.8,72.4,1
2023-11-02,0:03:00,U1242,1517.64,WITHDRAWAL,12852.56,38.18,4.15,2.87,-0.75,306,774,24.8,71.3,0
2023-08-22,23:52:00,U9937,63.09,TRANSFER,8412.85,10.22,1.43,4.95,-0.48,262,768,24.6,22.6,0
2023-11-14,21:22:00,U9061,1515.33,TRANSFER,3482.21,23.83,3.12,5.1,0.88,343,309,42.7,23.3,1
2023-10-07,22:39:00,U7366,928.84,WITHDRAWAL,11990.97,29.28,2.19,3.81,-2.6,82,369,38,70.1,2
2023-11-16,18:42:00, U3302 ,439.04,WITHDRAWAL,3558.27,10.32,4.43,4.15,-0.12,266,848,33.2,87.4,0
2023-10-08,20:41:00,U2529,3818.86,INVESTMENT,15583.82,13.35,2.41,3.76,-0.9,326,593,17.1,83.5,1
2023-01-12,20:36:00,U7394,75.17,WITHDRAWAL,9598.76,38.47,3.46,3.39,-0.46,42,437,66.3,74.7,1
2023-06-13,9:21:00,U5754,1660.54,TRANSFER,3418.4,35.16,1.47,1.84,0.85,98,404,64.8,66.1,1
2023-06-29,13:41:00,U2777,304.48,TRANSFER,9212.08,26.83,4.43,2.63,0.51,135,572,63.9,58.3,1
2023-07-11,9:58:00,U6418,343.84,TRANSFER,4753.54,19.76,1.06,1.22,1.26,18,464,40.2,23,1
2023-05-24,1:05:00,U2540,1552.95,TRANSFER,11414.09,34.09,4.23,1.31,3.34,174,728,87.9,71.3,0
2023-05-11,9:23:00,U1243,1200.4,DEPOSIT,1771.22,10.47,2.92,2.29,-1.91,321,453,11.2,23.3,2
2023-01-03,19:02:00,U2351,1617.32,DEPOSIT,9961.62,29.54,3.37,4.38,-1.08,287,379,16.8,17.6,2
2023-05-17,14:23:00,U5643,2069.87,INVESTMENT,7145.4,36.63,3.63,2.9,-0.62,165,455,84.2,47.6,1
2023-06-01,2:05:00,U3973,1659.14,WITHDRAWAL,15458.84,11.69,1.66,3.02,-0.63,265,614,80,82.5,0
2023-05-08,14:49:00,U2196,838.27,WITHDRAWAL,13301.28,26.03,0.81,2.39,1.96,77,458,69.5,52.7,1
2023-01-06,21:19:00,U1606,697.59,TRANSFER,10624.23,16.18,4.91,2.01,-1.79,284,334,20.6,90.4,2
2023-11-11,0:47:00,U5383,102.99,WITHDRAWAL,4285.77,10.73,2.48,2.36,2.3,327,563,14.7,32.9,1
2023-02-06,6:14:00,U1004,856.96,TRANSFER,5230.86,27.07,2.29,5.7,1.62,84,322,47.4,51.3,1
2023-11-15,2:27:00,U2177,1681.17,WITHDRAWAL,3193.26,13.74,4.96,5.46,1.19,172,649,42.6,30,0
2023-02-09,14:20:00,U8661,6188.25,INVESTMENT,18369.57,12.41,3.13,3.44,-1.51,295,516,39.3,86.2,2
2023-02-15,0:44:00,U8139,673.35,DEPOSIT,2486.46,24.64,2.14,3.44,-1.71,174,460,47.4,24.3,2
2023-10-11,20:53:00,U6149,6887.44,INVESTMENT,11490.95,28.4,3.44,3.65,-0.51,43,721,24.1,53.1,1
2023-06-14,21:19:00,U5925,593.93,TRANSFER,9615.36,38.79,1.47,2.66,-0.13,279,830,78.1,83.5,0
2023-09-25,15:52:00,U2946,509.46,DEPOSIT,11836.19,11.04,3.91,4.16,-1.17,29,320,22.6,55.4,2
2023-01-05,13:02:00,U6197,99.86,DEPOSIT,12729.87,38.74,2.72,5.22,-0.95,245,585,29.4,73.7,1
2023-03-18,5:13:00,U9498,607.51,WITHDRAWAL,9362.09,19.08,1.19,1.26,-1.42,253,584,35.2,84.7,2
2023-08-29,7:27:00,U9086,1207.91,DEPOSIT,13846.76,34.27,1.18,2.26,-0.27,98,621,55.7,73.4,0
2023-09-16,9:37:00,U9922,582.43,TRANSFER,11538.71,28.93,0.73,4.65,1.3,311,501,23.3,62.6,1
2023-12-02,2:56:00,U4717,8876.06,INVESTMENT,20176.61,29.19,3.1,1.44,-1.05,355,794,65.8,83,2
2023-09-14,2:18:00,U2227,9062.33,INVESTMENT,10282.42,35.81,1.5,5.55,-0.26,73,810,54.6,27.8,1
2023-12-27,8:37:00,U3057,1293.86,TRANSFER,12662.27,18.97,1.41,3.73,0.24,320,696,32.5,31.9,0
2023-04-12,1:37:00,U3228,9586.38,INVESTMENT,15908.74,34.88,1.99,1.26,-1.44,156,384,46.4,64.1,2
2023-06-14,17:35:00,U7442,545.93,DEPOSIT,13697.47,39.35,4.49,1.88,2.7,231,481,58.9,29.7,1
2023-12-14,17:58:00,U4067,1750.49,DEPOSIT,15887.7,25.96,0.54,2.79,0.66,224,605,18.7,39.7,0
2023-07-07,7:53:00,U2128,1621.4,DEPOSIT,10629.25,22.36,1.97,5.63,1.03,82,696,85.9,78.8,0
2023-01-03,2:14:00,U2721,242.54,WITHDRAWAL,784.76,33.37,2.79,1.76,0.45,234,473,45.9,72,1
2023-12-10,5:43:00,U5673,1229.44,WITHDRAWAL,11573.5,10.47,3.61,1.3,-1.92,230,766,62.2,86.4,1
2023-08-23,10:18:00,U1183,1509.05,DEPOSIT,15053.26,37.12,4.14,5.45,-0.52,197,430,75.1,42.9,1
2023-10-02,3:37:00,U1361,7006.15,INVESTMENT,11680.41,32.93,4.39,4.57,1.41,157,342,22.4,58.6,2
2023-01-19,18:24:00,U9213,1573.94,WITHDRAWAL,15430.8,22.68,1.92,5.16,0.77,208,359,47.2,17.2,1
2023-08-24,16:01:00,U5503,135.88,WITHDRAWAL,12792,22.07,3.98,1.39,-0.4,44,537,16.3,75.5,1
2023-08-09,12:50:00,U8326,1701.49,TRANSFER,2883.84,18.56,1.49,5.62,2.04,42,616,89,31.1,0
2023-12-04,23:00:00,U2726,796.03,TRANSFER,15766.7,24.09,0.57,2.51,-0.57,267,614,85.3,31,0
2023-08-19,7:06:00,U4605,868.7,DEPOSIT,10831.43,26.09,0.57,3.35,-3.18,273,694,71,55.9,1
2023-07-06,23:43:00,U6854,294.21,TRANSFER,1709.25,37.9,2.71,1.95,-0.55,310,325,36.4,38.8,1
2023-12-15,23:06:00,U7244,4273.24,INVESTMENT,6179.43,22.08,2.46,2.06,-1.51,339,393,65.9,24,2
2023-09-23,9:22:00,U5234,7565.17,INVESTMENT,13434.42,22.24,3,4.13,-2.33,180,694,30.6,83.2,1
2023-02-28,7:35:00,U5293,980.54,DEPOSIT,2128.13,10.43,4.14,3.55,-0.49,175,544,86.9,84.7,1
2023-10-20,8:41:00,U6633,7461.39,INVESTMENT,21622.68,16.67,2.6,1.51,-0.46,293,842,25.1,88.6,0
2023-04-26,21:59:00,U8381,9797.07,INVESTMENT,21306.04,19.75,3.99,5.15,1.25,301,434,54.1,65.6,1
2023-10-15,12:41:00,U9013,4970.35,INVESTMENT,11022.94,13.19,4.39,3.84,0.18,62,405,64.8,61.1,1
2023-04-08,23:08:00,U4197,1715.73,TRANSFER,7457.29,23.34,2.92,3.56,-0.84,254,321,28.6,76.6,1
2023-07-20,14:05:00,U7990,815.95,TRANSFER,8196.84,27.21,1.37,5.71,-0.89,241,549,80.2,84.6,1
2023-11-09,16:36:00,U7531,5920.17,INVESTMENT,7374.24,35.16,3.35,4.49,-0.54,299,757,72.8,51.2,1
2023-12-29,16:05:00,U4321,1321.58,DEPOSIT,11536.14,28.69,0.73,5.16,0.95,58,709,58.5,79.4,0
2023-04-07,20:55:00,U8396,620.41,WITHDRAWAL,6669.98,22.33,3.72,2.97,-0.7,364,710,38.8,24.1,0
2023-02-07,14:53:00,U2827,1581.27,TRANSFER,16024.65,18.28,3.79,3.65,2.62,140,823,12.7,29,0
2023-08-24,0:19:00,U1711,1021.18,DEPOSIT,3046.86,14.6,1.17,2.62,2.13,20,777,80.9,71.6,0
2023-04-29,18:02:00,U1953,591.62,TRANSFER,8988.25,14.06,4.83,3.77,0.6,311,693,71,36.4,0
2023-12-20,5:37:00,U2239,5060.74,INVESTMENT,18930.45,38.86,2.54,1.38,-2.38,37,400,19.6,75.2,1.997232701
2023-08-11,20:58:00,U8274,1359.54,WITHDRAWAL,9360.3,35.17,3.1,2.1,2.82,49,774,76.5,50.5,0
2023-10-20,10:22:00,U1596,3862.45,INVESTMENT,11780.51,35.81,3.66,4.82,1.22,328,331,76.7,46.9,1
2023-06-02,4:32:00,U6425,5811.95,INVESTMENT,18535.99,37.02,3.37,4.94,1,97,469,36.4,57.1,2
2023-02-16,9:10:00,U5671,914.45,TRANSFER,7029.52,27.33,2.31,2.97,-2.36,325,340,59.2,33.4,2
2023-02-21,17:57:00,U3964,1641.35,TRANSFER,13750.98,38.27,2.1,4.95,0.27,356,808,28.2,84.2,0
2023-03-16,7:26:00,U4831,4811.93,INVESTMENT,15291.1,30.03,1.09,5.89,-1.58,221,515,35.4,47.9,2
2023-10-17,11:25:00,U9186,1837.74,DEPOSIT,12704.56,32.38,3.39,1.92,-0.61,329,828,83.6,93.4,0
2023-09-07,5:33:00,U7635,1871.04,WITHDRAWAL,3640.89,32.19,0.98,1.25,-1.02,123,371,75.4,42.5,2
2023-05-06,5:40:00,U3187,199.01,DEPOSIT,11410.79,11.04,4.77,3.97,-0.85,346,812,32.2,81.8,0
2023-12-25,12:59:00,U4291,6761.78,INVESTMENT,20123.9,28.75,3.29,3.44,-0.08,64,336,81,29.7,2
2023-12-02,9:42:00,U7179,199.14,TRANSFER,14346.75,18.11,1.12,2.3,1.32,12,603,25.8,38.3,0
2023-05-22,4:25:00,U8633,8080.93,INVESTMENT,17012.01,22.69,4.02,3.15,-0.66,259,342,22.8,82.7,1
2023-03-30,3:17:00,U4885,716.6,WITHDRAWAL,2580.47,17.68,3.03,1.64,1.03,313,357,40.1,23.5,1
2023-10-12,13:51:00,U9825,"1,885.99",TRANSFER,15108.4,22.47,5,5.63,-2.03,339,499,60.4,86.5,2
2023-11-02,20:26:00,U2646,1504.15,DEPOSIT,13067.55,24.8,4.37,4.72,-1.84,70,679,50,43.5,1
2023-04-27,23:54:00,U1306,53.94,DEPOSIT,5115.12,35.16,3.94,4.48,-0.61,246,586,42.4,65.9,1
2023-02-10,1:54:00,U1891,1390.23,DEPOSIT,9945.34,13.2,1.09,2.89,0.4,358,790,79.9,40.8,0
2023-03-13,1:35:00,U2591,168.76,WITHDRAWAL,8861.73,25.54,1.44,2.66,3.55,209,590,13.2,81.4,1
2023-05-24,12:16:00,U8043,1564.61,DEPOSIT,14142.2,25.71,2.16,2.05,0.35,32,556,36.1,55.4,1
2023-06-10,18:03:00,U2923,3936.54,INVESTMENT,5919.37,28.45,3.73,4.07,-0.24,32,652,63.3,76.1,0
2023-07-19,10:04:00,U7506,1655.45,TRANSFER,8388.2,16.57,3.09,3.01,0.53,189,512,88.6,55.2,1
2023-11-11,23:45:00,U1526,437.06,TRANSFER,6944.8,30.43,0.8,5.37,1.11,185,412,35.6,28.2,1
2023-06-21,17:58:00, U2578 ,1547.61,DEPOSIT,14468.49,36.03,4.52,4.15,0.79,69,800,83.1,92.1,0
2023-09-01,4:59:00,U2136,587.44,TRANSFER,6303.38,10.54,2.74,2.73,-1.04,69,836,65.9,70.7,1
2023-06-29,21:42:00,U6218,620.4,TRANSFER,3117.54,18.78,2.44,4.49,0.86,80,505,36.9,20.1,1
2023-12-14,1:17:00,U5231,8308.7,INVESTMENT,21024.33,13.16,3.48,1.62,-1.88,233,370,30.8,30.6,2
2023-07-21,14:44:00,U6813,1114.55,DEPOSIT,5817.82,39.08,3.74,5.36,0.19,127,330,23.5,71.7,1
2023-12-24,8:51:00,U1943,1342.2,TRANSFER,10373.5,39.04,3.53,2.68,0.93,232,602,45.8,70.5,0
2023-04-11,14:11:00,U7997,1645.5,WITHDRAWAL,4081.75,20.69,4.04,2.48,0.52,251,760,78.8,41.2,0
2023-09-29,14:32:00,U8957,1937.22,TRANSFER,12169.93,37.88,0.54,1.74,-0.58,335,381,89,32.6,1
2023-05-10,19:56:00,U4964,7585.52,INVESTMENT,22522,15.41,0.73,3.08,0.16,72,596,90,94.1,1
